MANT001[Dtemissao],MANT001[DetalhesServiço],MANT001[OIDDocumento],MANT001[CodigoEmpresa],MANT001[DtSituacao],MANT001[HrSituacao],MANT001[DtOcorrencia],MANT001[HrOcorrencia],MANT001[Numero],MANT001[Turno],MANT001[DescriçãoDocumento],MANT001[TipoDocumento],MANT001[NomePessoaResposável],MANT001[SituaçãoDocumento],MANT001[OIDBem],MANT001[Descricao],MANT001[NomeEmpresa],MANT001[HoraInicio],MANT001[Ônibus]
2023-08-16,na Garagem por Veículo Parado Manutenção,3283DC4DDD72,1,2023-08-31,13:43:44,2023-08-16,05:50:00,99061.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,D9C0E4E34596,15R05,Leblon,05:50:00,15R05
2023-08-07,na Garagem por Veículo Parado Manutenção,9528B79B2B0E,1,2023-08-31,13:44:13,2023-08-07,05:40:00,98982.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,1BF100F82863,15423,Leblon,05:40:00,15423
2023-08-29,na Garagem - Pneu,97CF7F420EC2,1,2023-09-18,09:32:33,2023-08-29,16:08:00,99190.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Joao Henrique Almeida Santos,Liquidado,9639CB714242,15R06,Leblon,16:08:00,15R06
2023-08-28,no Terminal - por falha mecânica,DE0C81347A0C,1,2023-08-31,13:43:16,2023-08-28,21:13:00,99185.0,Noite,Carro cortando aceleração.,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,C2BC262AA70C,15004,Leblon,16:24:00,15004
2023-08-24,no Terminal - por falha mecânica,4C6420936360,2,2023-08-31,13:46:35,2023-08-24,13:07:00,58388.0,Tarde,"Ocorrência de Manutenção.
Vazamento de ar no pistão por 1º.",Ocorrência de Manutenção,Edilson Viana,Liquidado,63542C5F1ED2,31057,Nobel,09:39:00,31057
2023-08-07,no Terminal - por falha mecânica,FF848454978E,2,2023-08-31,13:48:21,2023-08-07,21:13:00,58257.0,Noite,Porta do meio não fecha,Ocorrência de Manutenção,Edilson Viana,Liquidado,F5A9BE108417,31043,Nobel,16:20:00,31043
2023-08-30,no Terminal - por falha mecânica,2E1098771A6C,1,2023-09-18,09:32:28,2023-08-30,05:47:00,99194.0,Manhã,"Ocorrência de Manutenção

Porta 4 não abre",Ocorrência de Manutenção,Edilson Viana,Liquidado,5EDFF91D04F4,15419,Leblon,04:47:00,15419
2023-08-11,no Terminal - por falha mecânica,6BE792EE36CE,1,2023-08-31,13:43:49,2023-08-11,07:15:00,99036.0,Manhã,"Ocorrência de Manutenção

Porta 1 L D desce a rampa mas não abre a porta ou demora pra abrir.",Ocorrência de Manutenção,Edilson Viana,Liquidado,A253675A9EA3,15R08,Leblon,05:32:00,15R08
2023-08-22,no Terminal - por falha mecânica,8739BB5C5199,1,2023-08-31,13:43:34,2023-08-22,05:05:00,99138.0,Manhã,"Ocorrência de Manutenção

Veículo não desenvolve",Ocorrência de Manutenção,Edilson Viana,Liquidado,44085A28ABF6,15R01,Leblon,04:55:00,15R01
2023-08-31,no Terminal - por falha mecânica,5BDE9B85921B,2,2023-09-21,07:51:11,2023-08-31,10:39:00,58443.0,Manhã,"Ocorrência de Manutenção

Vazamento de ar ao acionar a embreagem",Ocorrência de Manutenção,Edilson Viana,Liquidado,B4DF4BA709F8,31051,Nobel,04:39:00,31051
2023-08-07,no Terminal - por falha mecânica,BFF0B8AB7FD0,2,2023-08-31,13:48:29,2023-08-07,09:15:00,58245.0,Manhã,"Ocorrência de Manutenção
Elevador não funciona",Ocorrência de Manutenção,Edilson Viana,Liquidado,514B808FE9DA,31053,Nobel,04:15:00,31053
2023-08-29,no Terminal - por falha mecânica,02F2E195641A,2,2023-09-21,07:51:16,2023-08-29,06:54:00,58428.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,63542C5F1ED2,31057,Nobel,04:05:00,31057
2023-08-09,no Terminal - por falha mecânica,F841752B5894,2,2023-08-31,13:48:14,2023-08-09,07:00:00,58270.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,F5A9BE108417,31043,Nobel,04:35:00,31043
2023-08-21,no Terminal - por falha mecânica,5F404FCC80D1,2,2023-09-21,07:51:52,2023-08-21,19:58:00,58367.0,Noite,"Ocorrência de Manutenção
Porta dianteira não funciona.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,6A6B1510ED10,31248,Nobel,17:10:00,31248
2023-08-08,no Terminal - por falha mecânica,011E63CE82F9,2,2023-08-31,13:48:18,2023-08-08,17:12:00,58265.0,Tarde,"Ocorrência de Manutenção
Cabo da bateria arrebentado.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,C1ED571CDE92,31044,Nobel,14:01:00,31044
2023-08-29,no Terminal - por falha mecânica,93BC69BCB4F3,2,2023-09-18,09:49:14,2023-08-29,15:26:00,58433.0,Tarde,"Ocorrência de Manutenção
Motorista relata que carro está ruim para engatar marcha.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,E7AC454FB75F,31049,Nobel,14:41:00,31049
2023-08-28,no Terminal - por falha mecânica,CCFA486BBFD5,2,2023-09-18,09:48:55,2023-08-28,16:55:00,58424.0,Tarde,"Ocorrência de Manutenção
Carro ruim de engatar marcha.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,06CDCA268FD2,31046,Nobel,16:55:00,31046
2023-08-16,no Terminal - por falha mecânica,F925BD6BD934,2,2023-08-31,13:47:39,2023-08-16,14:08:00,58320.0,Tarde,"Ocorrência de Manutenção
Motorista relata que carro esta ruim de freio, freio cepando.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,264716C7912B,31052,Nobel,12:14:00,31052
2023-08-29,no Terminal - por falha mecânica,10FC4E06C2A6,1,2023-09-18,09:32:30,2023-08-29,18:35:00,99193.0,Noite,"Ocorrência de Manutenção
Pneu dianteiro lado esquerdo furado.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,6A54841FF7AE,15011,Leblon,16:40:00,15011
2023-08-30,no Terminal - por falha mecânica,EAA8BF9C66CA,1,2023-09-18,09:32:15,2023-08-30,18:08:00,99204.0,Noite,"Ocorrência de Manutenção
Pane eletrica ,não aciona o pisca somente o alerta.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,E49F7B4CD481,15R93,Leblon,16:29:00,15R93
2023-08-24,no Terminal - por falha mecânica,5B172E27C230,1,2023-08-31,13:43:24,2023-08-24,17:44:00,99163.0,Tarde,"Ocorrência de Manutenção
Carro com pane eletrica ,apaga o itinerario e não funciona as portas.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,08FE0AD45049,15415,Leblon,15:20:00,15415
2023-08-29,no Terminal - por falha mecânica,6D2BB8A1BB86,1,2023-09-18,09:32:32,2023-08-29,16:06:00,99192.0,Tarde,"Ocorrência de Manutenção
Cubo do rodado do centro esquerdo vazando óleo.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,A253675A9EA3,15R08,Leblon,14:14:00,15R08
2023-08-30,no Terminal - por falha mecânica,81A9E3754239,1,2023-09-18,09:32:17,2023-08-30,13:30:00,99201.0,Tarde,"Ocorrência de Manutenção
Itinerario travou na linha fazenda guadalupe.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,E0ACBB2BEA82,15005,Leblon,11:22:00,15005
2023-09-05,no Terminal - por falha mecânica,F1D7CC978801,2,2024-02-29,08:03:29,2024-02-29,06:44:00,58475.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,3025E118F383,31265,Nobel,,31265
2023-09-08,no Terminal - por falha mecânica,4DC799539B7C,1,2023-09-21,07:48:32,2023-09-08,06:50:00,99296.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,1A7F55902EFA,15294,Leblon,,15294
2023-09-11,no Terminal - por falha mecânica,1EEF7EF75FE2,2,2023-09-27,08:19:07,2023-09-11,18:25:00,58528.0,Noite,Ocorrência de Manutenção,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,79BC092B18D4,31268,Nobel,,31268
2023-09-16,no Terminal - por falha mecânica,26B933631AAB,1,2024-02-28,07:49:45,2024-02-28,09:44:00,99351.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,5EDFF91D04F4,15419,Leblon,,15419
2023-09-03,no Terminal - por falha mecânica,F553DF505437,2,2023-09-27,08:19:39,2023-09-03,07:30:00,58457.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Silvonei Marcos Tedeschi,Liquidado,264716C7912B,31052,Nobel,,31052
2023-09-19,na Garagem por Veículo Parado Manutenção,CCA4FA406E97,1,2024-02-28,07:50:31,2024-02-28,16:08:00,99375.0,Tarde,Ocorrência de Manutenção,Ocorrência de Manutenção,Joao Henrique Almeida Santos,Liquidado,8D164FCD0E1C,15R11,Leblon,,15R11
2023-09-23,Quebra no Trajeto Volta,14812FAC1EEE,1,2023-10-30,07:51:04,2023-09-23,17:46:00,99410.0,Tarde,"Ocorrência de Manutenção
Vazamento do liquido de arrefecimento",Ocorrência de Manutenção,Anderson Taborda,Liquidado,2F5F8BE8F980,15599,Leblon,,15599
2023-09-21,Quebra no Trajeto Volta,67CBF24FD761,2,2024-04-04,10:17:56,2024-04-04,07:03:00,58581.0,Manhã,"Ocorrência de Manutenção

Carro está baixando o ar e travando  maneco não está freiando o carro",Ocorrência de Manutenção,Anderson Taborda,Liquidado,36B2FAABEF43,31256,Nobel,,31256
2023-09-08,Quebra no Trajeto Ida,32CEB359B934,2,2024-02-29,08:03:28,2024-02-29,12:43:00,58491.0,Tarde,"Ocorrência de Manutenção
Elevador travado",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,A96D39767527,31261,Nobel,,31261
2023-09-30,Quebra no Trajeto Ida,33C34A0D34B4,1,2023-10-30,07:50:59,2023-10-03,10:49:00,99455.0,Manhã,carro furou a bolsa e baixou a tração,Ocorrência de Manutenção,Anderson Taborda,Liquidado,7502B8F98EFC,15R04,Leblon,,15R04
2023-09-24,Quebra no Trajeto Ida,6080E0558261,2,2023-10-09,07:52:21,2023-09-24,10:00:00,58609.0,Manhã,"Ocorrência de Manutenção
Vaículo não engata marchas",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,E7AC454FB75F,31049,Nobel,,31049
2023-09-23,no Trajeto de volta - pneu,6FEC5570FBC1,2,2024-02-29,11:16:20,2024-02-29,18:40:00,58606.0,Noite,"Ocorrência de Manutenção
Pneu furou no trajeto veio ate terminal rodando normal",Ocorrência de Manutenção,Anderson Taborda,Liquidado,47D5AB8B4A53,31063,Nobel,,31063
2023-09-18,no Terminal - pneu,9FE16318ED68,2,2023-09-27,08:18:46,2023-09-18,08:25:00,58557.0,Manhã,"Ocorrência de Manutenção

Pneu tras. L E int. furado",Ocorrência de Manutenção,João Carlos Torres,Liquidado,99C8A38951DA,31263,Nobel,,31263
2023-09-01,na Garagem - Pneu,9C813411F9B1,1,2023-09-04,14:47:53,2023-09-01,08:00:00,99241.0,Manhã,No dia 01/09/2023 foi constatado que o veículo 15R06 passou pela rampa de inspeção com o traseiro esquerdo raspado ( ver foto no anexo ) e não havia nenhuma anotação a respeito no diario de bordo.,Ocorrência de Tráfego,Guilherme Affonso Lemes,Liquidado,9639CB714242,15R06,Leblon,,15R06
2023-09-12,Quebra no Trajeto Volta,27D6F0B6000D,2,2024-02-29,08:03:24,2024-02-29,17:46:00,58533.0,Tarde,"Ocorrência de Manutenção
Carro baixou o ar e travou.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,F5A9BE108417,31043,Nobel,,31043
2023-09-13,Quebra no Trajeto Volta,50A2D23CFBFD,2,2024-04-04,10:08:01,2024-04-04,17:38:00,58539.0,Tarde,"Ocorrência de Manutenção
Luz do ICM ascendeu no painél e cortou aceleração.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,F99C866B07C8,31251,Nobel,,31251
2023-09-19,Quebra no Trajeto Volta,6B1BCD8EF7C4,2,2024-04-04,10:16:47,2024-04-04,15:05:00,58567.0,Tarde,"Ocorrência de Manutenção
carro furou pneu dianteiro lado esquerdo.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,79BC092B18D4,31268,Nobel,,31268
2023-09-15,Quebra no Trajeto Volta,2262DD78D92F,1,2024-02-28,07:47:49,2024-02-28,17:40:00,99345.0,Tarde,"Ocorrência de Manutenção
Carro está com vazamento de ar e travou.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,8F54110E545C,15R09,Leblon,,15R09
2023-09-29,Quebra no Trajeto Volta,EDA1265ABE26,1,2023-10-30,07:51:01,2023-09-29,17:38:00,99450.0,Tarde,"Ocorrência de Manutenção
Carro só está engatando a terceira marcha.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,AC2C23A117EC,15013,Leblon,,15013
2023-09-13,Quebra no Trajeto Ida,125964A98CAC,1,2024-02-28,07:46:28,2024-02-28,07:00:00,99319.0,Manhã,"Ocorrência de Manutenção

Veículo não marca a temperatura e fazendo barulho não identificado",Ocorrência de Manutenção,Edilson Viana,Liquidado,28E7F753B7ED,15R94,Leblon,,15R94
2023-09-20,Quebra no Trajeto Ida,18B4A2332BBF,1,2023-10-09,07:46:57,2023-09-20,08:18:00,99381.0,Manhã,"Ocorrência de Manutenção

Suporte debaixo do veículo caiu",Ocorrência de Manutenção,Edilson Viana,Liquidado,E177D55A52CE,15R12,Leblon,,15R12
2023-09-02,Quebra no Trajeto Ida,3F6A71DE41CB,1,2023-09-21,07:49:14,2023-09-02,09:30:00,99251.0,Manhã,"Ocorrência de Manutenção

Vazamento de ar na porta  lado esquerdo",Ocorrência de Manutenção,Edilson Viana,Liquidado,D9C0E4E34596,15R05,Leblon,,15R05
2023-09-21,Quebra no Trajeto Ida,94B0BB78798D,2,2023-09-27,08:18:32,2023-09-21,06:45:00,58582.0,Manhã,"Ocorrência de Manutenção

Veículo não engata as marchas.",Ocorrência de Manutenção,Edilson Viana,Liquidado,99C8A38951DA,31263,Nobel,,31263
2023-09-27,Quebra no Trajeto Ida,CD898D438232,2,2023-10-19,07:52:15,2023-09-27,06:00:00,58632.0,Manhã,"Ocorrência de Manutenção

Veículo apagou sozinho e não pega na partida",Ocorrência de Manutenção,Edilson Viana,Liquidado,A6CAF9B33A63,32003,Nobel,,32003
2023-09-04,Quebra no Trajeto Volta,502519F406BB,1,2023-09-21,07:48:50,2023-09-04,06:50:00,99253.0,Manhã,"Ocorrência de Manutenção

Veículo soltou fumaça branca e perdeu a força",Ocorrência de Manutenção,Edilson Viana,Liquidado,2829B4E967E3,15R97,Leblon,,15R97
2023-09-01,no Terminal - pneu,916C2D20A719,1,2023-09-21,07:49:18,2023-09-01,07:16:00,99221.0,Manhã,"Ocorrência de Manutenção

Pneus desgastados na banda, fazendo muito barulho e puxando.",Ocorrência de Manutenção,Edilson Viana,Liquidado,FE26134924B9,15412,Leblon,,15412
2023-09-23,na Garagem por falha mecânica,043B230E28AC,2,2023-09-28,08:34:12,2023-09-23,04:20:00,58598.0,Noite,"Ocorrência de Manutenção
Veículo cortando aceleracão",Ocorrência de Manutenção,Edilson Viana,Liquidado,2952136371A2,31253,Nobel,,31253
2023-09-20,na Garagem por falha mecânica,5F9A5EE293DB,2,2023-09-27,08:18:36,2023-09-20,04:20:00,58573.0,Noite,"Ocorrência de Manutenção

Vazamento de óleo no elevador",Ocorrência de Manutenção,Edilson Viana,Liquidado,148ED3832BE7,31270,Nobel,,31270
2023-09-11,na Garagem por falha mecânica,B686E05F1EA3,2,2023-09-27,08:19:16,2023-09-11,04:57:00,58511.0,Noite,"Ocorrência de Manutenção

Veículo não pega na partida",Ocorrência de Manutenção,Edilson Viana,Liquidado,7F9F609B6DF3,31042,Nobel,,31042
2023-09-22,na Garagem por falha mecânica,C28C686E9D7A,2,2023-10-09,07:52:28,2023-09-22,03:10:00,58587.0,Noite,"Ocorrência de Manutenção

Veículo não carrega o ar",Ocorrência de Manutenção,Edilson Viana,Liquidado,C7F9B88A0009,31061,Nobel,,31061
2023-09-15,na Garagem por falha mecânica,7386FC807E0B,1,2023-09-21,07:48:09,2023-09-15,04:55:00,99337.0,Noite,"Ocorrência de Manutenção

Porta 3 L E não fecha",Ocorrência de Manutenção,Edilson Viana,Liquidado,379748302B4B,15R96,Leblon,,15R96
2023-09-22,na Garagem por falha mecânica,64CDD50430D7,1,2023-10-09,07:46:53,2023-09-22,05:07:00,99399.0,Manhã,"Ocorrência de Manutenção

Vazamento de óleo polia da ventoinha e àgua na mangueira do radiador",Ocorrência de Manutenção,Edilson Viana,Liquidado,4E7BDB26C3FB,15424,Leblon,,15424
2023-09-06,na Garagem por falha mecânica,8B96F8F79555,1,2023-09-21,07:48:37,2023-09-06,06:40:00,99276.0,Manhã,"Ocorrência de Manutenção

Itinerário não funciona",Ocorrência de Manutenção,Edilson Viana,Liquidado,E49F7B4CD481,15R93,Leblon,,15R93
2023-09-20,na Garagem por falha mecânica,A78A08115414,1,2024-02-28,07:53:36,2024-02-28,05:40:00,99379.0,Manhã,"Ocorrência de Manutenção

Radiador está furado",Ocorrência de Manutenção,Edilson Viana,Liquidado,54081D3C0F52,15010,Leblon,,15010
2023-09-14,no Terminal - por falha mecânica,2DC675118D7E,1,2023-09-21,07:48:12,2023-09-14,12:10:00,99331.0,Tarde,"Ocorrência de Manutenção
Reservatório furado na parte de baixo",Ocorrência de Manutenção,Edilson Viana,Liquidado,44085A28ABF6,15R01,Leblon,,15R01
2023-09-04,no Terminal - por falha mecânica,4045A3F34FF6,2,2023-09-27,08:19:32,2023-09-04,12:22:00,58470.0,Tarde,"Ocorrência de Manutenção.
Carro cortou a aceleração e perdeu a força.",Ocorrência de Manutenção,Edilson Viana,Liquidado,99C8A38951DA,31263,Nobel,,31263
2023-09-12,no Terminal - por falha mecânica,B76DF49C4A8D,2,2023-09-27,08:19:03,2023-09-12,12:58:00,58531.0,Tarde,"Ocorrência de Manutenção
Porta 03 não fecha",Ocorrência de Manutenção,Edilson Viana,Liquidado,7F9F609B6DF3,31042,Nobel,,31042
2023-09-14,no Terminal - por falha mecânica,09EC7CFF2D3F,1,2023-09-21,07:48:13,2023-09-14,08:00:00,99329.0,Manhã,"Ocorrência de Manutenção

Veículo muito ruim de freio com velocidade acima de 45 km/h",Ocorrência de Manutenção,Edilson Viana,Liquidado,AC2C23A117EC,15013,Leblon,,15013
2023-09-25,no Terminal - por falha mecânica,0A1D7F36856D,1,2023-10-09,07:46:41,2023-09-25,09:10:00,99418.0,Manhã,"Ocorrência de Manutenção

Veículo não pega na partida",Ocorrência de Manutenção,Edilson Viana,Liquidado,70782518C026,15426,Leblon,,15426
2023-09-19,no Terminal - por falha mecânica,3DD3F6AD271D,1,2024-02-28,07:50:19,2024-02-28,07:30:00,99369.0,Manhã,"Ocorrência de Manutenção

Veículo perdendo a força e trepidando",Ocorrência de Manutenção,Edilson Viana,Liquidado,8D164FCD0E1C,15R11,Leblon,,15R11
2023-09-13,no Terminal - por falha mecânica,4E82D5162C90,1,2023-09-21,07:48:17,2023-09-13,07:57:00,99320.0,Manhã,"Ocorrência de Manutenção

Vazamento de óleo no motor",Ocorrência de Manutenção,Edilson Viana,Liquidado,8F54110E545C,15R09,Leblon,,15R09
2023-09-09,no Terminal - por falha mecânica,6AA6869F138F,1,2023-09-21,07:48:28,2023-09-09,09:03:00,99308.0,Manhã,Ocorrência de Manutenção   carro está subindo a temperatura,Ocorrência de Manutenção,Edilson Viana,Liquidado,2F5F8BE8F980,15599,Leblon,,15599
2023-09-28,no Terminal - por falha mecânica,5D0DF9562012,1,2023-10-30,07:51:02,2023-09-28,08:56:00,99440.0,Manhã,"Ocorrência de Manutenção

Barulho não identificado próximo à ventoinha",Ocorrência de Manutenção,Edilson Viana,Liquidado,3F9ADDB15A11,15R02,Leblon,,15R02
2023-09-15,no Terminal - por falha mecânica,88E4F320D0AA,1,2023-09-21,07:48:07,2023-09-15,07:02:00,99338.0,Manhã,"Ocorrência de Manutenção

Vazamento de ar na válvula do freio estacionário",Ocorrência de Manutenção,Edilson Viana,Liquidado,22C0C1BA2985,15414,Leblon,,15414
2023-09-11,no Terminal - por falha mecânica,01BD599CAE5F,2,2023-09-27,08:19:12,2023-09-11,07:06:00,58515.0,Manhã,"Ocorrência de Manutenção

Veículo não pega na partida na plataforma de embarque linha F30",Ocorrência de Manutenção,Edilson Viana,Liquidado,3D5B55DE3FAE,31259,Nobel,,31259
2023-09-20,no Terminal - por falha mecânica,247B3B9EC74B,2,2023-09-27,08:18:34,2023-09-20,08:43:00,58576.0,Manhã,"Ocorrência de Manutenção

4ª marcha ruim pra engatar e desengatar, enroscando.",Ocorrência de Manutenção,Edilson Viana,Liquidado,148ED3832BE7,31270,Nobel,,31270
2023-09-11,no Terminal - por falha mecânica,2C7EE9A021A6,2,2023-09-27,08:19:14,2023-09-11,05:38:00,58513.0,Manhã,"Ocorrência de Manutenção

Veículo não pega na partida",Ocorrência de Manutenção,Edilson Viana,Liquidado,5AB3B70E8916,31247,Nobel,,31247
2023-09-10,no Terminal - por falha mecânica,44B11C9B64BF,2,2023-09-27,08:19:17,2023-09-10,06:06:00,58510.0,Manhã,"Ocorrência de Manutenção

Campainha dos passageiros não está funcionando",Ocorrência de Manutenção,Edilson Viana,Liquidado,99C8A38951DA,31263,Nobel,,31263
2023-09-04,no Terminal - por falha mecânica,6BC466DADA34,2,2023-09-27,08:19:34,2023-09-04,07:15:00,58462.0,Manhã,"Ocorrência de Manutenção

Veículo cortando aceleração",Ocorrência de Manutenção,Edilson Viana,Liquidado,1BFC2FCE90EE,31255,Nobel,,31255
2023-09-26,no Terminal - por falha mecânica,78026CA3B408,2,2023-10-09,07:52:11,2023-09-26,08:07:00,58624.0,Manhã,Parabrisa lado esquerdo deslocado da borracha.,Ocorrência de Manutenção,Edilson Viana,Liquidado,FC5B6BF6FAF0,31036,Nobel,,31036
2023-09-12,no Terminal - por falha mecânica,774EB2211812,2,2023-09-27,08:19:06,2023-09-12,05:47:00,58529.0,Manhã,"Ocorrência de Manutenção

Veículo não pega na partida",Ocorrência de Manutenção,Edilson Viana,Liquidado,3D5B55DE3FAE,31259,Nobel,,31259
2023-09-28,no Terminal - por falha mecânica,88DBDEFCB07C,2,2023-10-19,07:52:13,2023-09-28,09:39:00,58637.0,Manhã,"Ocorrência de Manutenção

Escapando a 4ª e 6ª marcha com veículo em movimento",Ocorrência de Manutenção,Edilson Viana,Liquidado,F5A9BE108417,31043,Nobel,,31043
2023-09-13,no Terminal - por falha mecânica,8335843C866A,2,2024-02-29,08:03:21,2024-02-29,06:30:00,58534.0,Manhã,"Ocorrência de Manutenção

Porta 2 enroscando, dando retorno no pistão",Ocorrência de Manutenção,Edilson Viana,Liquidado,C21719E8BFE8,31039,Nobel,,31039
